,Name,Category,Business Description,Based in,Tags,Total Funding,Founded,Website,Company Status
277,Anyday,Denmark,"Anyday is a preferred checkout solution for e-commerce, by creating the best shopping experience for customers. At Anyday, our mission is to make splitting payments simple, transparent, and free. Yes, free. No interest rates, no subscription, no fees. What you see is what you pay.

We want to give consumers freedom, security, and, flexibility when they shop with Anyday online. We know that our industry has developed a bad reputation, but we want to change that. The keywords we work by are fairness, decency, and transparency. We offer a fair and transparent form of installment payment combined with the most popular forms of payment.",Aarhus,"E-Commerce, Payments, Financial Services",Between €2.5 million-5 million,2020.0,http://anyday.io,
278,GoSimplo,Denmark,"GoSimplo provides project-based businesses with key performance and financial data. Our mission is simple: to help project-based businesses get a clearer picture around their financial and performance data. We think that metrics should take minutes. Which is why our free dashboard is easy to use, and doesn't require endless hours to decipher or a data scientist or code expert to operate. Get all-in-one reporting easily with GoSimplo.",Copenhagen,"Analytics, Data Visualization, Software",Between €2.5 million-5 million,2020.0,https://gosimplo.com/,
280,Stedger,Denmark,Stedger creates & updates products directly into eCommerce platforms and routes orders to the correct order management systems across connected suppliers. We let our customers focus on what they do best instead of repetitive and boring tasks. Automated product & order management integration to your suppliers. We want to help you succeed in life and business. That’s why we’re creating the best platform to help you grow your eCommerce store. Feel free to reach out to us if you need any assistance getting started with Stedger. Stedger connects E-Commerce with Suppliers to get the right data - at the right time.,Copenhagen,"E-Commerce, Information Technology, SaaS, Software",No funding announced yet,2020.0,https://stedger.com,
281,Mxney,Denmark,"We support ecommerce founders. These startups bruteforce growth in cut-throat industries with a combined growth rate of more than 2000%. Empowering ecommerce founders to be in full control from Seed to Series A. As an entrepreneur, you face ongoing challenges and carry heavy burdens with little to no help.

We were once fortunate enough to come by the right mentors and investors to get past the grind and hustle. Knowing now, how vital this was to us, we decided to standardize this experience and turn it into a democratized platform.",Copenhagen,"E-Commerce, Financial Services, Marketing",Between €2.5 million-5 million,2020.0,https://www.mxney.io/,
288,All Gravy,Denmark,"All Gravy helps businesses understand, motivate and retain their hourly paid employees.

For employers we help with:
- Deep, actionable insights (employee turnover, happiness, location-performance)
- Shift bazaar to support employees taking shifts across different branches while minimising coordination effort
- Financial wellness product, which boost shifts taken by 20%, retention by 15% and makes you more attractive as an employer

By creating a direct link between work and pay, employees are much more motivated to work - and our financial wellness tools help them with the current cost of living crisis. A win-win.",Copenhagen,"employees, salary",Between €2.5 million-5 million,2020.0,www.allgravy.com/,
291,Teton,Denmark,Building the ultimate AI nurse companion,Copenhagen,"AI, Software, Healthcare",Between €5 million-€10 million,2020.0,https://www.teton.ai,
298,Uniclub,Denmark,"Uniclub makes admissions a breeze. Whether  a semester abroad or a full degree, our advisors are ready to help you get admitted to your study abroad destination. Even better, it's completely free.",Aarhus,"Study Abroad, Consulting, Ed-tech",Between €1-€100K,2020.0,https://www.uniclub.io/,
300,Worthmore,Denmark,"Donate all or part of their value of your used phones to support initiatives for a more sustainable future. We set out to build a platform that informs people what it takes to build their devices, why they should care…what actions can reduce their impact, and be the place where they can take these actions. Worthmore is an innovative project that provides the opportunity to transform a waste stream in Denmark into a sustainable cycle. We very much appreciate their effort of making the best use of user devices as well as giving users the chance to support Nordic Ocean Watch Denmark's mission. - Regitze Andersen, Manager @ Nordic Ocean Watch Denmark",Copenhagen,"phones, platform, devices",Between €1-€100K,2020.0,https://www.worthmore.io/,
305,SPY24 app,Denmark,"World's Most Powerful & Nonintrusive Mobile Spy App. Got parental- or employee-surveillance-related epiphanies? Worry no more. SPY24 is an all-in-one parental and employee monitoring software that will keep you updated on their activities in real-time, all the time! Mobile Spy Apps or Spyware Apps are smartphone surveillance software. These types of apps help you to track incoming and outgoing phone calls, SMS, and locations. These apps are hidden and undetectable to the end-user. This software also tracks GPS locations, browser activity, and messages from applications like WhatsApp, Facebook, Snapchat, etc.",Ikast,"Fashion, Software, Textiles",No funding announced yet,2020.0,https://spy24.app,
309,PipeBio,Denmark,"Pipe | bio builds bioinformatics solutions to help optimize development of antibodies and antibody-like-therapeutics. PipeBio is a SaaS bioinformatics platform to develop antibody drugs. We enable scientists to analyze and manage massive amounts of DNA sequencing data themselves without the need for bioinformaticians or programmers. The software is highly visual and enables you to overlay and filter information from different sources across your organization; be it assay data, sequence data or other process metadata. Insights from past results can be used to guide new experiments and they get better as you upload more and more data. Team leads get oversight and these capabilities combined empower organizations to find better drugs, faster.",Horsens,"Bioinformatics, Biotechnology, Therapeutics",No funding announced yet,2020.0,https://pipebio.com/,
317,SelfBack,Denmark,World first AI driven Digital Therapeutics for low back pain. with clinical evidence.,Odense,"Digital Therapeutic, back pain",Between €100K-€500K,2020.0,www.selfback.dk,
329,Henlez,Denmark,Henlez develops a transformative platform therapeutic based on enzyme technology to treat some of the most physically and mentally disabling skin diseases in the world.,Copenhagen,"Skin disease, enzyme, drug, therapeutics",Between €100K-€500K,2019.0,www.henlez.com,
331,Platypus,Denmark,"Platypus is the HR tech solution that helps you discover what people value at every stage of the talent lifecycle, from attraction to management to retention.
Platypus is the SaaS startup that improves person-organisation cultural alignment to reduce staff turnover.",Copenhagen,"Human Resources, Software",Between €1 million-€ 2.5 million,2019.0,www.platypus.io/,
332,Reetro,Denmark,"Reetro in an online retrospective tool for distributed agile teams. It makes it easier to run retrospectives by providing tools and insights to the scrum masters to better manage their teams.

In general, teams are able to increase their sprint productivity by 25% just by running better retrospectives.

Reetro is also working on to utilize machine learning algorithms to learn the team’s behavior and provide in-depth analytics to the scrum masters",Copenhagen,"Retrospectives, Project Management, Agile, SaaS",Between €1-€100K,2019.0,htttps://reetro.io,
338,Zuuvi,Denmark,"Zuuvi empowers creativity for marketers and digital designers. The platform optimizes the workflow for developing dynamic banners and the entire campaign lifecycle. Users can use their standard templates or upload their own. They can customize the banner without the need for a designer or developer. Invest in performance not production,  with an intuitive banner development platform that optimizes your workflow and the entire lifecycle of your dynamic campaigns. Start by choosing one of our many great standard templates or by uploading your own. You can edit every single bit of content in the banner without being a designer or web developer. Publishing your banner is as simple as writing an email – and afterwards you can even make changes to an already published banner as often as you like",Frederiksberg,"Advertising, Internet, Marketing, Social Media, Social Media Marketing",No funding announced yet,2019.0,https://www.zuuvi.com,
339,Twelve Bio,Denmark,Twelve Bio is a developer of CRISPR-Cas12a diagnostic technology can detect and change any DNA sequence. CRISPR-Cas12a is an RNA-protein molecule that allow us to identify and modify specific DNA sequences. The RNA works like a search engine that identifies the specific DNA sequence and the protein is the biological scissor that cuts it. Our structure-based rational design that stems from structural insights* on the CRISPR gene editing system allows us to manipulate and optimize its activity for therapeutic purposes.,Copenhagen,"Biotechnology, Health Diagnostics, Predictive Analytics",No funding announced yet,2019.0,https://www.twelve.bio/,
340,Relatel,Denmark,"We fight for the small businesses. With straightforward telephony and software that makes it easier to turn on customer contacts. We are created for smaller companies and entrepreneurs who want to strengthen their relationships with customers. Relatel is an ally in telephony and software, and we offer the best product and best service at fair prices. Unlike other providers, we fight for the small businesses and we understand that customer contact is the biggest competitive advantage. Relatel was formed in November 2019, when Fullrate Pro and Firmafon merged into one brand. We are approx. 100 people working at Østerbro in Copenhagen.",Hovedstaden,"Technical Support, Telecommunications",No funding announced yet,2019.0,https://www.relatel.dk/,
341,P+,Denmark,"Responsible pension for those who shape Denmark. P +, the Pension Fund for Academics, is one of Denmark's largest pension funds. We provide a responsible pension to those who shape Denmark and gather over 100,000 engineers, lawyers and economists in one pension fund. P + manages around DKK 160 billion. and has a growing membership as well as deposits. We are set in the world to create value for our members and take care of our members throughout life. What makes us something very special is that we are a 100% member-owned cross-cutting pension fund, where all profits go to the members. As a member, you have a direct influence on the pension fund, and member democracy is a very special cornerstone of P +. We deliver a stable return and at the same time focus on a responsible investment strategy. We know our members and through our collaboration with Djøf and IDA, we get the opportunity to adapt the products to the needs of our members. We want you, as a member of P +, to have access to competitive and flexible products that give you security and cover you in all phases of life.",Hovedstaden,"Financial Services, Insurance, Retirement",No funding announced yet,2019.0,https://www.pplus.dk,
342,Meili Robots,Denmark,"Meili Robots is developing the next-generation of mobile robots fleet management, called Meili FMS. A universal digital solution, an all-in-one platform that is capable of handling different kinds of Autonomous Mobile Robots (AMRs) and Automated Guided Vehicles (AGVs). Enable traffic control, empower interoperability and facilitate automated task allocation â€” all via intuitive UI.",Copenhagen,"Fleet Management, Robotics, Software",No funding announced yet,2019.0,https://www.meilirobots.com/,
343,Madlisten,Denmark,Save money when you buy proteins and supplements. Here at Madlisten you can compare selection prices across 101 stores throughout Europe. The menu is a one man show. I keep an eye on 234 different products every day and new products are constantly being added.,Copenhagen,"Cooking, Dietary Supplements, E-Commerce, Food and Beverage, Organic Food",No funding announced yet,2019.0,https://www.madlisten.dk/,
345,Incept Sustainability,Denmark,"At Ramboll’s Management Consulting division, Incept Sustainability is part of passionate, like-minded professionals in the ‘Strategic Sustainability Consulting’ team. Therefore, the e-learning and analytics tool will be a vital part of the overall consulting offer. With hundreds of sustainability experts across Ramboll, Incept Sustainability provides the whole chain of transformation support with employee education and engagement as a centre-piece to deeply wove sustainability into the very fabric of an organisation and by this get to a sustainability culture. The team prides itself on being triple-bottom-line advisors. The Incept Sustainability logo builds on this approach to sustainability realising that economy, environment and society must be balanced for the world to develop sustainably and let future generations meet their needs as the present ones do.",Copenhagen,"E-Learning, Information Technology, Service",No funding announced yet,2019.0,https://www.inceptsustainability.com/,
346,Fenerum,Denmark,"Fenerum aims to streamline your financial operations by removing the manual work of billing and management of your subscriptions and financials in your subscription business. Automate your subscription business with Fenerum today and experience the advantages of the SaaS system. Fenerum removes a lot of manual work, giving you more time to grow your business. Forget about manual invoicing, revenue recognition and the time you spend looking for missing re-ceipts. Our automatic ERP integration and our support guide makes it easy and quick to get started with Fenerum. Fenerum gives you access to more data than just your balance. You can follow your monthly growth rate, your MRR and your real-time churn rate, allowing you to react proactively to changes in your financial KPIs. Fenerum enables customers to handle expense management and bank reconciliation them-selves, which results in saving you external bookkeeper costs. You always pay a fixed price based on the number of subscriptions. At Fenerum we do not charge a percentage of your MRR!",Viby,"Accounting, Software, Application",No funding announced yet,2019.0,https://www.fenerum.com/,
347,Eatie,Denmark,"On our   page, we inspire you to explore the Danish restaurant scene. Both the unique and different as well as the well-known culinary. We keep you updated on trends and tendencies within the food universe and the best restaurants for your needs. Find the special places you did not know you were going to visit. We do this because we have plenty on our minds and love to inspire other eaties to good dining experience when eating out. At Eatie, we have made it extra easy for you to follow current trends. We help you find the restaurants that have received the best reviews from guests. You can also find places to eat if you are in favor of organic  , are vegan or vegetarian, can not tolerate gluten or lactose, appreciate local ingredients, want to try the fantastic  , go up in animal welfare, sustainability and much more.",Copenhagen,"Food and Beverage, Internet, Software",No funding announced yet,2019.0,https://www.eatie.dk/,
348,Cytoki Pharma,Denmark,"CytoKi Pharma is a pre-clinical biotechnology company with focus on serious diseases caused by epithelial injury having an unmet medical need. Cytoki’s lead program is an engineered long-acting IL-22 protein licensed from a major pharmaceutical company. CytoKi was founded in 2019 and received the first seed financing from Lundbeckfonden Emerge in July 2019. The company has strong focus on progressing the lead program to clinical testing with start of Phase 1 in late 2022. At the same time, CytoKi is maturing a small, diversified portfolio of projects for diseases involving epithelial injury based on IL-22 biology and a highly proven technology for protein engineering. The company is run in a capital efficient way with a small, experienced team coordinating activities performed at selected service providers.",Hovedstaden,"Biotechnology, Life Science, Medical",Above €25 million,2019.0,https://www.cytokipharma.com/,
349,BlueKey,Denmark,"BlueKey is a software developer of a solution that aims to deliver, structure, and automate the world's shipping data, reliably and easily. The platform gathers valuable data in one place so that shipping companies and charterers in the dry cargo industry can hit the competitive price, quality, and speed of deliveries.",Odense,"Analytics, Software, Platform",No funding announced yet,2019.0,https://www.bluekey.ai/,
350,The Tokenizer,Denmark,"Tokenizer's next-generation DeFi infrastructure offers a new venue to connect investment capital to asset and business backed projects. Our peer to peer full cycle ecosystem brings standardization and ease of use to clients wanting to issue regulatory complaint tokens and connectivity to a network of investors. Client’s benefit from distribution efficiency, reduced administrative costs, automated compliance, and transaction level regulatory tracking and oversight via smart contracts. Our decentralized exchange will allow secure peer to peer wallet trading linked to regulated digital custodians for real time and risk free settlement.",Copenhagen,"Investment Banking, Fundraising, Investment, News, Software,",No funding announced yet,2019.0,https://thetokenizer.io/,
351,The Plant Era,Denmark,The Plant Era is a Copenhagen-based nutrition brand which aims to design the future of nutrition. With plant-based protein and sustainable packaging. The Plant Era is determined to accelerate the world’s transition to a more sustainable world by reducing the consumption of meat and dairy and using smarter packaging methods.,Copenhagen,"Fitness, Health Care, Retail, Wellness",No funding announced yet,2019.0,https://theplantera.com/,
352,Spin Robotics,Denmark,"At Spin Robotics, we produce plug-n-produce screwdriving tools for easy assembly with collaborative robots. Our end-of-arm-tools are safe alongside workers, affordable, and easy to use. Our cobot screwdrivers will remove manual and repetitive tasks, which helps to reduce the risk of injuries, all while cutting down assembly time up to 60%. With a more flexible production, our end-of-arm tool will shorten the ROI, give data insights into your company's assembly line, and increase productivity. Spin Robotics is a part of the Odense Robotics cluster, located on the island of Fyn in the heart of Denmark.",Odense,"Industrial Automation, Manufacturing, Robotics",No funding announced yet,2019.0,https://spin-robotics.com,
353,Softpay,Denmark,"With Softpay.io, any Android device can be your payment terminal. In a matter of minutes, you can set up contactless online payments on your preferred device and integrate it easily into your business. Curious about how softpay.io can work for your business? We can present the solution in more specific detail to your business in a video meeting and show more videos of the functionality.",Copenhagen,"Mobile Apps, Mobile Devices, Mobile Payments",No funding announced yet,2019.0,https://softpay.io/,
354,Scandinavian Biolabsv,Denmark,"Scandinavian Biolabs is a striving Danish brand that creates solutions for hair growth. Our products are all made from non-toxic, powerful and natural ingredients. We advocate innovation through plant-based ingredients and full transparency when it comes to the production process. Our goal is to bring a complete solution against hair loss - for hair growth. Scandinavian Biolabs' unique Bio-Pilixin Formula® in the Hair Growth Routine stimulates a healthier and stronger hair growth while prolonging the lifetime of the hair fibres. Above all, our mission is to offer products which help to regain and boost self-confidence by addressing the struggle people are facing when it comes to hair loss.",Copenhagen,"Health Care, Medical, Medical Device",Between €100K-€500K,2019.0,https://scandinavianbiolabs.com,
355,PayProff,Denmark,"PayProff is a secure and smart payment system that gives you security when you shop - whether you are a company or an individual. Both buyer and seller are better off because the financial transaction is secured and transparent for both parties. Faith, hope and trust are good - security is better. The system behind PayProff is called Escrow, and with millions of trades worldwide, the trading method has proven to be the world's safest system for avoiding cheating, loss and insecurity. With PayProff you can for the first time buy and sell all kinds of products via a Danish escrow account.",Vejle,"Financial Services, FinTech, Payments, Transaction Processing",No funding announced yet,2019.0,https://payproff.com/,
356,Kanpla,Denmark,"Kanpla is a B2B software company (SaaS) that delivers an intuitive ordering system targeted at kitchens with returning customers, such as canteens, lunch suppliers and more. Kanpla helps kitchens reduce food waste through greater control and overview of orders and items. We build on the personal relationship between the users and the kitchen. In addition, we help to increase the level of service to customers and create additional revenue in everyday life, with a focus on sustainable and user-friendly tech.",Aarhus,"Food Delivery, Service Industry, Software",No funding announced yet,2019.0,https://kanpla.dk,
357,IOspect,Denmark,"IOspect is a SaaS company which develops apps with the purpose of optimising and simplifying processes. We focus on user-friendly solutions which minimises the risk of errors, increases the quality, and saves time. We develop industry specific apps for registration and documentation of conditions and circumstances with specific legal requirements. Our apps include DomuSpect - digital moving reports which is an app for creating digital moving reports, and HiLodger which is an app for documenting the state of your rental residency whether it be an airbnb, a summerhouse or a rented apartment.",Thisted,"Consulting, Information Technology, Mobile Apps, SaaS, Software",No funding announced yet,2019.0,https://iospect.dk/,
358,Institut for Cyber Risk,Denmark,"Institute for Cyber Risk helps you achieve a higher level of security and better readiness for the growing threats - whether you are a cyber-fashioned organization or first starting to focus on IT security.  The Department of Cyber ​​Risk helps you achieve a higher level of security and a better preparedness in relation to the growing threats - whether you are a cyber-mature organization or have only just started focusing on IT security. Being able to prevent and respond to cyber risks requires experience, insight and understanding of the threat landscape.",Copenhagen,"Information Technology, IT Services, IT Consulting",No funding announced yet,2019.0,https://ifcr.dk/,
359,Faundit,Denmark,"Lost & Found is a headache for hotels. We help you change that! Create positive experiences for staff and guests with Faundit. Digitalise your Lost & Found to automate tasks and save time and cost - and let Faundit take care of the complicated tasks such as payment and shipping. Used by +300 hoteliers to enhance their brand, increase guest satisfaction, and earn reviews.  It is easy to register, fast to implement, and simple to monitor.",Aarhus,"Amusement Park and Arcade, E-Commerce, Hospitality, Rental Property, Resorts, Vacation Rental",No funding announced yet,2019.0,https://faundit.com,
360,Enduro Genetics,Denmark,"Enduro is a biotech startup improving large-scale fermentations. We help biotech companies enhance large-scale fermentations, bringing products cheaper and faster to market. Our proprietary platform Enduro Sense reprograms cells to improve population heterogeneity and endurance of production. Enduro Sense is seamlessly integrated, self-selecting technology that addicts microbial cells to production. EnduroSense is easily integrated across host organisms.",Copenhagen,"Biotechnology, Medical Device, Diagnostics",Between €500K-€ 1 million,2019.0,https://enduro.bio/,
361,Biograil,Denmark,"Biograil, founded in 2019 and led by CEO Karsten Lindhardt, is using injection molding to manufacture a device contained in a standard size capsule able to deliver active substances into the gastrointestinal wall. The Biograil device avoids mechanical moving components and makes use of the body own peristaltic forces to facilitate the delivery of the biologic efficiently into the gastrointestinal wall.",Copenhagen,"Biotechnology, Manufacturing",Between €2.5 million-5 million,2019.0,https://biograil.com/,
362,BioLib,Denmark,"BioLib Technologies is founded in Denmark in 2019. We envision a future where sensitive data is truly private and where the benefits of innovative diagnostics and advanced biological analytics are accessible to everyone, from everywhere. That is why we are building the world’s first platform for zero-knowledge analysis of biological and health data. The BioLib platform enables data holders and analytics experts to collaborate securely and conveniently by giving scientists access to a global marketplace for advanced bioinformatics and diagnostics tools.",Sjelland,Information Technology,No funding announced yet,2019.0,https://biolib.com,
363,CogniTech,Denmark,"CogniTech was founded in 2019 by a Management Buy Out from EG's service business with 6 partners and a strategic investor. CogniTech started with the original team of 14 employees and +100 customers, and this is the platform we want to build CogniTech on. One of CogniTech's original goals was to become the largest and most skilled consulting firm in IBM Business Analytics. Therefore, we are also proud that before 6 months had passed from the start-up to IBM Gold Partner. Since then, we have reached many major milestones, and we look forward to continuing the journey and seeing what else we can achieve with our customers and partners.",Herning,"Analytics, Cloud Computing, Consulting, Data Mining, Information Technology",No funding announced yet,2019.0,https://cognitech.dk/,
364,Confect.io,Denmark,"As Peter Drucker wrote in his classic The Practice of Management from 1954, innovation and marketing is the only functions in a business that produces results; All the rest are costs. Mr. Drucker saw marketing as the distinguishing, unique function of a business. You use it to make customers choose you over the competitors – because of your uniqueness. But the growing use of retargeting and other ads based on data has unfortunately made most advertisements generic with a generic product-image on a white solid background. We’re making marketing the distinguishing, unique function of your business once again – and once for all.",Copenhagen,"Advertising Services, Digital Loyalty Program, Rewards Program",No funding announced yet,2019.0,https://cognitech.dk/,
365,Zerion Pharma,Denmark,"Zerion is a pharmaceutical development company improving the formulation of poorly soluble drugs (oral solid dosage forms) that are currently not reaching their therapeutic potential. Through the use of our proprietary formulation platform, Dispersome®, we aim to develop new treatment options for patients across all therapeutic areas.",Hovedstaden,"Medical, Pharmaceutical, Therapeutics",No funding announced yet,2019.0,http://zerion.eu,
366,2N Pharma,Denmark,"2N Pharma is a biotech company with a new approach to treating ALS which we believe will herald a paradigm shift in the fundamental understanding of the etiology and development of the disease. The company is based on a decade of research that has shown that it is possible to treat several neurological disorders, including ALS, by addressing a particular shared pathogenic mechanism. Our mission is now to translate research into drugs that will make a truly positive difference for patients with ALS and other neurological disorders.",Nordjylland,"Biotechnology, Pharmaceutical",No funding announced yet,2019.0,https://2npharma.com/,
367,Anzurra,Denmark,"We work in-house with ambitious companies helping them to hire and retain market leading talent. With offices in both London and Copenhagen, Anzurra works globally providing embedded, on-demand, and flexible recruitment solutions, which help you scale to your potential. Whether it be a perceived talent shortage, generational change, diversity and inclusion, or work-life balance, we’re here to make a difference to your talent journey.",Copenhagen,"Employment, Management Consulting, Recruiting, Staffing Agency",No funding announced yet,2019.0,https://anzurra.com,
368,Everfuel,Denmark,Everfuel operates as a green fuel company. Everfuel provides the missing link between renewable energy and green transportation. Everfuel is making hydrogen mobility for heavy duty vehicles commercially available in Europe.,Herning,"Energy, Environmental Consulting",No funding announced yet,2019.0,http://www.everfuel.com/,
369,Gomet,Denmark,"Perform the academic and emotional monitoring of your students in a continuous, simple and super fast way throughout the course. We analyze the data for you and tell you the best actions to take in real time in your class. We use the most advanced Machine Learning algorithms so that you can anticipate conflicts that may arise in the future. No more overtime writing student semester and final reports. Share student information with other teachers in your day-to-day to save time in heavy work meetings. If you are the head of studies or direction, you can see and analyze the performance of your teaching staff.",Valencia,"Apps, Education",No funding announced yet,2019.0,http://www.gomet.es/,
370,kaunt.com,Denmark,"Kaunt is AI for finance management. Kaunt helps finance departments automate processes and provide the management teams with better, faster and more predictive insights for decision making. Our platform is powered by AI and tailored for finance departments in public and private companies wanting to excel in automation, compliance, and analytics. Kaunt is developed for the finance department in ambitious companies with digitalization, innovation and technology at the top of their strategic agenda. We work with companies which are ready to enroll new technology to help solve business problems and are open to implement AI in daily operations.",Copenhagen,"Finance, Financial Services, FinTech, SaaS, Software",No funding announced yet,2019.0,http://www.kaunt.com,
371,Boon,Denmark,"On Boon, we’re creating a place where individuality and creativity is celebrated. Where unique knowledge and skills can be surfaced to people all over the world. Where creators are fueling a new model of human-powered commerce. Whether you’re a creator or a participant - we hope you’ll join us on our journey to shape the future of creative entrepreneurship.",Copenhagen,"eSports, Media and Entertainment, Music",No funding announced yet,2019.0,http://boon.tv,
372,Urbantech,Denmark,"Urbantech Program 2020 is a non-equity, pilot-focused, and innovation program for growth-stage startups. Its goal is to contribute to the further development of sustainable cities during the accelerator program will help entrepreneurs and businesses grow their startup and engage with the partners of the program.",Copenhagen,"Finance, Financial Exchanges, Financial Services",No funding announced yet,2019.0,http://urbantechprogram.io/,
380,Uniify,Denmark,"Uniify assists financial institutions in quickly, easily, and securely onboarding new customers. The objective is to manage all essential sources of financial data in a single, integrated system that assures compliance while accessing data and onboarding consumers.",Copenhagen,"Finance, Financial Services, Service Industry",Between €2.5 million-5 million,2019.0,https://uniify.io,
381,OKTO GRID,Denmark,"OKTO GRID offers a solution to assist the energy industry in digitizing assets in a simple manner while keeping critical assets operational. OKTO GRID provides an IoT device that collects non-invasive operation critical data from electricity-generating or distributing assets, with a primary focus on transformers. The data is then analyzed usingOKTO GRID's proprietary event detection algorithms to detect anomalies and events related to the operation and decommissioning of assets.",Copenhagen,"Electrical Distribution, Energy, Predictive Analytics, Renewable Energy",Between €2.5 million-5 million,2019.0,https://oktogrid.io,
417,BunkerMetric,Denmark,"We bring the power of advanced analytics to the maritime bunkering segment. We offer two products: Bunker Planner for Bunker Buyers, BargeTracker for (physical) Bunker Suppliers. BunkerPlanner is a bunker procurement optimization tool. Based on the most recent bunker pricing and availability information, as well as each vessel's consumption pattern and expected route, BunkerPlanner makes a recommendation on the optimal quantity and type of fuel to lift at each location. We consider a wide range of operational constraints, such as tank capacities, margin requirements, commingling constraints, SECAs, fuel quarantines, and many others. Using sophisticated optimization algorithms, our application crunches through hundreds of alternative bunkering plans, uncovering thousands of dollars in potential savings. Contact us today to arrange a pilot evaluation for your fleet. BargeTracker is a web based analytical IT tool for bunker suppliers, giving them an overview of their market. What is the current status of supply, demand and competition? Answering this based on solid facts, gives a bunker trader the critical insight to optimize the price for a request for quotation, plan stock levels and ultimately improve their company's bottom line. Our tool currently tracks barge activity in ARA, Hamburg, St Petersburg, Piraeus, and Genoa. Request a free trial to explore the functionality of this unique product. The team behind BunkerMetric have deep expertise in, data analysis, optimization, AIS data, and software development and are working in a fast-paced agile fashion with constant focus of bringing value to our clients. We have domain expertise in bunkers, shipping, and LNG.",Kongens Lyngby,"Information Technology, Marine Transportation, Software",No funding announced yet,2018.0,http://bunkermetric.com/,
418,SHIELD,Denmark,"With its quickly evolving set of features, Shield is empowering businesses and users to reinforce their organic Linkedin presence. Linkedin members, digital marketing agencies, content marketers, and businesses use Shield to maximize their organic reach, improve social KPIs and dramatically save time in data collection. Stats and analytics for your personal brand on LinkedIn. Shield empowers people and brands in +50 countries and has processed millions of LinkedIn posts. Maximize organic reach, improve social metrics, eliminate manual data collection.",Copenhagen,"Analytics, B2B, SaaS, Software",No funding announced yet,2018.0,https://shieldapp.ai,
419,Turis,Denmark,"A B2B eCommerce platform designed to give all companies, no matter how small or large, a true online shopping experience. Because all companies deserve the benefits of digitalizing their B2B sales. Our core team is based in central Copenhagen, Denmark. Automate wholesale order handling and simplify retailer management with countless integrations. Online eCommerce B2B platform made affordable. Simple setup and easy-to-use, for you and your retailers. Turis is a digital B2B wholesale and insights platform dedicated to removing the burden of manual order input and providing rich and actionable insights to make your business perform better. Turis help businesses work smarter, by providing a seamless online platform enabling scalability, flexibility as well as workflow optimization.",Copenhagen,"Software, SaaS, B2B Sales Optimization",No funding announced yet,2018.0,https://turis.app/,
420,hococo,Denmark,"Hococo was founded in 2018 by Katrine Larsen, William Shaw and Peter B. Andreasen. 2019 Caspar Kjellberg joined the team as the system architect and a partner. At the moment the company is rapidly growing and can be found in the new office location in Islands Brygge. Hococo is a simple and intuitive tenant support & experience platform that ensures great tenant communication with state of the art digital solutions. Hococo is an all-in-one service and communication platforms that connects tenants and landlords ensuring high efficiency and satisfaction for all. We help landlords build great tenant experiences with a service & communication platform designed for modern properties.",Copenhagen,"Apps, E-Commerce, Information Technology, Internet",Between €2.5 million-5 million,2018.0,https://hococo.io,
421,Slicki,Denmark,"Slicki lets you create and maintain wiki pages linked to Slack channels. Use it as an intranet, as product documentation, or as a place to store things you shouldn't forget. It's a great way to build documentation from conversation, and to easily store and retrieve information relevant to certain groups in an organization. Slicki is a modern wiki, built with conversation in mind. And unlike many other Slack-aware wikis, Slack integration in Slicki is not a simple afterthought that only lets you search through chat. Slicki builds on your existing Slack structure: For each Slack channel, you can create or retrieve the associated Slicki wiki page with a simple ""/slicki"" command. At your Slicki site - https://teamname.slicki.wiki - you will be able to access your Slicki pages in structure resembling your Slack channel structure. This way, Slicki allows you to leverage your existing conversational structures and your users. It allows you access to create and modify pages directly from Slack, and collaborate on documents in real time with other Slack users. Build, maintain, structure and connect information accessible from where your users already work.",Aalborg,"Information Technology, Office Administration, SaaS",No funding announced yet,2018.0,https://www.slicki.wiki,
422,Integrator,Denmark,"We integrate systems to ensure data quality and to support truly data driven companies. With more than 15 years of development experience within Microsoft stack of technologies we deliver solutions within Integration, Business Intelligence and Microsoft development.

Our #1 mission is to help SMEs with intelligent solutions and accelerate their business by using data driven business decisions. We link you and your data together, so you can turn data insights into results. 

To us, finding a solution that matches your business comes first. Finding the technology that fits comes after – not the other way around. Our team can assist you in every step of the process – right from guidance to education – to ensure that you get the results you want.",Copenhagen,"Analytics, Business Intelligence, Information Technology, Software",No funding announced yet,2018.0,https://www.integrator.dk/,
423,Willmach,Denmark,"Willmach is a global venture capital firm that provides early-stage capital and expertise to outstanding founder teams who are building unique, transformative companies. Our focus is on pre-seed to round A financing, supporting startups created in Europe & Asia. We are sector-agnostic, but we do have a preference for evergreen themes like Enterprise IT & SaaS, Consumer Internet, eCommerce, and HealthTech. ""We provide capital and expertise to outstanding founder teams, who are building unique, transformative companies, based in Europe and Asia, regardless of sector"".",Copenhagen,"Financial Services, Venture Capital, Private Equity Principals",No funding announced yet,2018.0,https://willmach.com/,
424,GrowthBond,Denmark,"GrowthBond helps small businesses in Africa by providing growth capital for Facebook marketing. We target the 80 million small businesses that have a Facebook page but lack the access to finance and skills to reach the potential 2B online customers. We're building an automated system for SMEs to apply with their Facebook advertising account, get funding disbursed based on the performance of their advertising campaigns, and collect repayments from their payment gateway.",Copenhagen,"Financial Services, Advertising, Internet Marketing",No funding announced yet,2018.0,https://www.growthbond.co/,
