Name,Category,Based in,Tags,Founded,Image URL
Cytoki Pharma,Denmark,Hovedstaden,"Biotechnology, Life Science, Medical",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Cytoki-Pharma-150x150.jpg
BlueKey,Denmark,Odense,"Analytics, Software, Platform",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/BlueKey-150x150.jpg
The Tokenizer,Denmark,Copenhagen,"Investment Banking, Fundraising, Investment, News, Software,",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/The-Tokenizer-150x150.jpg
The Plant Era,Denmark,Copenhagen,"Fitness, Health Care, Retail, Wellness",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/The-Plant-Era-150x150.jpg
Spin Robotics,Denmark,Odense,"Industrial Automation, Manufacturing, Robotics",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Spin-Robotics-150x150.jpg
Softpay,Denmark,Copenhagen,"Mobile Apps, Mobile Devices, Mobile Payments",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Softpay-150x150.jpg
Scandinavian Biolabsv,Denmark,Copenhagen,"Health Care, Medical, Medical Device",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Scandinavian-Biolabs-150x150.jpg
PayProff,Denmark,Vejle,"Financial Services, FinTech, Payments, Transaction Processing",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/PayProff-150x150.jpg
Kanpla,Denmark,Aarhus,"Food Delivery, Service Industry, Software",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Kanpla-150x150.jpg
IOspect,Denmark,Thisted,"Consulting, Information Technology, Mobile Apps, SaaS, Software",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/IOspect-150x150.jpg
Institut for Cyber Risk,Denmark,Copenhagen,"Information Technology, IT Services, IT Consulting",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Institut-for-Cyber-Risk-150x150.jpg
Faundit,Denmark,Aarhus,"Amusement Park and Arcade, E-Commerce, Hospitality, Rental Property, Resorts, Vacation Rental",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Faundit-150x150.jpg
Enduro Genetics,Denmark,Copenhagen,"Biotechnology, Medical Device, Diagnostics",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Enduro-Genetics-150x150.jpg
Biograil,Denmark,Copenhagen,"Biotechnology, Manufacturing",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Biograil-150x106.png
BioLib,Denmark,Sjelland,Information Technology,2019,https://www.eu-startups.com/wp-content/uploads/2022/06/BioLib-150x150.jpg
CogniTech,Denmark,Herning,"Analytics, Cloud Computing, Consulting, Data Mining, Information Technology",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/CogniTech-150x150.jpg
Confect.io,Denmark,Copenhagen,"Advertising Services, Digital Loyalty Program, Rewards Program",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Confect.io_-150x150.jpg
Zerion Pharma,Denmark,Hovedstaden,"Medical, Pharmaceutical, Therapeutics",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Zerion-Pharma-150x150.jpg
2N Pharma,Denmark,Nordjylland,"Biotechnology, Pharmaceutical",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/2N-Pharma-150x150.jpg
Anzurra,Denmark,Copenhagen,"Employment, Management Consulting, Recruiting, Staffing Agency",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Anzurra-150x150.jpg
Everfuel,Denmark,Herning,"Energy, Environmental Consulting",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Everfuel-150x150.jpg
Gomet,Denmark,Valencia,"Apps, Education",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Gomet-150x150.jpg
kaunt.com,Denmark,Copenhagen,"Finance, Financial Services, FinTech, SaaS, Software",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/kauntcom-150x150.jpg
Boon,Denmark,Copenhagen,"eSports, Media and Entertainment, Music",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Boon-150x150.jpg
Urbantech,Denmark,Copenhagen,"Finance, Financial Exchanges, Financial Services",2019,https://www.eu-startups.com/wp-content/uploads/2022/06/Urbantech-150x150.jpg
Lentii,Denmark,Aarhus,"IT Services, IT Consulting, Platform",2019,https://www.eu-startups.com/wp-content/uploads/2022/05/Lentii-150x150.jpg
Skipit,Denmark,Copenhagen,"Smart Mobility, Transportation, Smart Cities",2019,https://www.eu-startups.com/wp-content/uploads/2021/05/Screenshot-2021-05-14-at-10.54.20-150x101.png
WordPay,Denmark,Copenhagen,"fintech, pay, media, micropayments",2019,https://www.eu-startups.com/wp-content/uploads/2021/05/WP-logo-150x130.png
fooducer.com,Denmark,Aarhus,"foodtech, foodcommerce, foodbusiness, b2b food platform",2019,https://www.eu-startups.com/wp-content/uploads/2020/05/fooducer_m_payoff-150x38.png
WordPay,Denmark,Copenhagen,"fintech, pay, media, micropayments",2019,https://www.eu-startups.com/wp-content/uploads/2021/05/WP-logo-150x130.png
fooducer.com,Denmark,Aarhus,"foodtech, foodcommerce, foodbusiness, b2b food platform",2019,https://www.eu-startups.com/wp-content/uploads/2020/05/fooducer_m_payoff-150x38.png
evolvT,Denmark,Copenhagen,"Distribution, Logistics, Software, Sustainable",2019,https://www.eu-startups.com/wp-content/uploads/2021/05/1583011882463-150x150.png
Uniify,Denmark,Copenhagen,"Finance, Financial Services, Service Industry",2019,https://www.eu-startups.com/wp-content/uploads/2023/05/1652088646455-150x150.jpeg
OKTO GRID,Denmark,Copenhagen,"Electrical Distribution, Energy, Predictive Analytics, Renewable Energy",2019,https://www.eu-startups.com/wp-content/uploads/2023/05/1635843153137-2-150x150.jpeg
Study Online School (Skolen Online),Denmark,Haslev,"Online School, Digital Learning, Edtech, Education",2019,https://www.eu-startups.com/wp-content/uploads/2021/04/2_logo-150x84.png
HereWeBook,Denmark,Copenhagen,"appointments, calendar, appointments booking",2019,https://www.eu-startups.com/wp-content/uploads/2019/05/appicon-150x150.png
Soundtracktor,Denmark,Dragør,"AI, content management, music composers",2019,https://www.eu-startups.com/wp-content/uploads/2019/08/21-150x150.png
weeklystocktip,Denmark,Esbjerg,"value investment, stocks, investing",2019,https://www.eu-startups.com/wp-content/uploads/2019/07/PH_1@1x-150x90.jpg
Weisio,Denmark,Aarhus,"digital courses, online courses, entrepreneurship",2019,https://www.eu-startups.com/wp-content/uploads/2019/07/social-img-uddannelse-maj2019-150x79.png
ATLANT 3D Nanosystems,Denmark,Copenhagen,"nanotechnology, 3D printing, nanofabrication",2019,https://www.eu-startups.com/wp-content/uploads/2019/08/38-150x150.png
Grasshoppr,Denmark,Copenhagen,"logistics, last-mile, carbon footprint",2019,https://www.eu-startups.com/wp-content/uploads/2020/03/https___www.grasshoppr.io_-150x150.png
Zymoscope,Denmark,Copenhagen,Internet of Things,2019,https://www.eu-startups.com/wp-content/uploads/2021/03/kcy05adbmljohf8xn03a-150x150.png
Fauna Smart Technologies,Denmark,Copenhagen,"Agritech, Regenerative, Organic",2019,https://www.eu-startups.com/wp-content/uploads/2022/03/logo-fst-150x134.png
Oveo,Denmark,Copenhagen,"SaaS, Workflow, SaaS Management",2019,https://www.eu-startups.com/wp-content/uploads/2021/02/1585310074752-150x150.png
GamerzClass,Denmark,Copenhagen,"Gamification, eSport, Subscribtion",2019,https://www.eu-startups.com/wp-content/uploads/2021/02/GamerzClass-logo.png
Undy,Denmark,Rødovre,"Underbukser, sokker, underwear",2019,https://www.eu-startups.com/wp-content/uploads/2021/02/Undy-logo-150x40.png
Heroic Rhino,Denmark,Copenhagen,"Mentoring Services, Entrepreneurship, Startups Advice, Business Development, Mentorship, Entrepreneurs, Business Tool, Accelerators, Incubators",2019,https://www.eu-startups.com/wp-content/uploads/2021/01/heroic-rhino-logo-150x150.png
Next Rekruttering,Denmark,Aarhus,"Recruitment, recruitmentagency, executive, head hunting",2019,https://www.eu-startups.com/wp-content/uploads/2020/01/Next-logo-2044x1022-150x75.jpg
2nd Persona I/S,Denmark,Nivå,"seo, growth hack, digital marketing, agency",2019,https://www.eu-startups.com/wp-content/uploads/2020/01/2ndPersonaLogo-150x150.png
Capturi,Denmark,Åbyhøj,"Artificial Intelligence, Business Intelligence, Customer Service",2019,https://www.eu-startups.com/wp-content/uploads/2022/01/Screenshot-2022-01-04-125332.png
CysBio,Denmark,Kongens Lyngby,"Biotechnology, Health Care",2019,https://www.eu-startups.com/wp-content/uploads/2022/01/Capture-37-150x49.png
Egoo.Health,Denmark,Ballerup,"Health Care, Health Diagnostics, Information Technology, Medical Device",2019,https://www.eu-startups.com/wp-content/uploads/2022/01/Capture-19-150x54.png
Fairhomes,Denmark,Denmark,"real estate, machine learning",2019,https://www.eu-startups.com/wp-content/uploads/2019/12/fairhomes-logo-fb-150x150.jpg
Vital Beats,Denmark,Copenhagen,"Artificial Intelligence, Health Care, Information Technology, Medical, Software",2018,https://www.eu-startups.com/wp-content/uploads/2021/12/vwrnmnuuvxotahieeuzz-150x150.png
Dreamdata,Denmark,Copenhagen,"Analytics, B2B, Cloud Data Services, Data Integration",2018,https://www.eu-startups.com/wp-content/uploads/2020/12/dreamdata-logo-150x150.png
Mapscaping,Denmark,Vejle,"topographic, maps, art",2018,https://www.eu-startups.com/wp-content/uploads/2018/11/Mapscaping_Logo_Big_Transparent-JPEG-visual-150x141.jpg
Tandlæge Flemming Kock,Denmark,Sønderborg,"dental, health",2018,https://www.eu-startups.com/wp-content/uploads/2018/11/tandlæg-kock-logo-150x56.jpg
Måltids Kasse,Denmark,Copenhagen,"food, delivery",2018,https://www.eu-startups.com/wp-content/uploads/2018/10/Måltids-kasse-copy-150x30.jpg
Nordic Digital Lab,Denmark,Randers NV,"digital, lab, fotoprint",2018,https://www.eu-startups.com/wp-content/uploads/2018/10/Nordic-Digital-Lab-150x44.png
Salvatio,Denmark,Jelling,"wearable, emergency device",2018,https://www.eu-startups.com/wp-content/uploads/2019/05/Billede4-150x84.jpg
modl.ai,Denmark,Copenhagen,"Gaming, Artificial Intelligence, Software",2018,https://www.eu-startups.com/wp-content/uploads/2021/09/Screenshot-2021-09-08-at-11.12.26-150x58.png
Abzu,Denmark,Copenhagen,"Artificial Intelligence, Data, Analysis",2018,https://www.eu-startups.com/wp-content/uploads/2021/09/Screenshot-2021-09-08-at-11.07.01-150x79.png
DecorRaid,Denmark,Aarhus,"Furniture Industry, Machine Learning, ecommerce, digital storytelling",2018,https://www.eu-startups.com/wp-content/uploads/2020/07/Decorraid-logo-150x63.png
Jumpstory,Denmark,Højbjerg,"Digital Marketing, Photo Editing, Photography, Software",2018,https://www.eu-startups.com/wp-content/uploads/2020/07/mpt5l0xj6cv3koirzece.png
GRIM,Denmark,Copenhagen,"Marketplace, food waste, sustainability",2018,https://www.eu-startups.com/wp-content/uploads/2020/07/h9w1jjrvl31vazesxhes.png
Good Monday,Denmark,Copenhagen,"Business Development, Innovation Management, Office Administration",2018,https://www.eu-startups.com/wp-content/uploads/2020/07/e7bqvhuwwvtkhsdpv07a.png
We Care,Denmark,Copenhagen,"Mental health, Denmark, Challenges",2018,https://www.eu-startups.com/wp-content/uploads/2020/07/wecare-150x81.png
Wedio,Denmark,"Aarhus, Århus, Denmark","Film Production, Marketplaces, Film Making",2018,https://www.eu-startups.com/wp-content/uploads/2020/06/Wedio-logo-150x150.png
Seasony,Denmark,Copenhagen,"AgTech, Robotics, Vertical Farming",2018,https://www.eu-startups.com/wp-content/uploads/2021/06/ekgj4rjyz9lpmiffhzhe-150x150.png
BunkerMetric,Denmark,Kongens Lyngby,"Information Technology, Marine Transportation, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/BunkerMetric-150x150.jpg
SHIELD,Denmark,Copenhagen,"Analytics, B2B, SaaS, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/SHIELD-150x150.jpg
Turis,Denmark,Copenhagen,"Software, SaaS, B2B Sales Optimization",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Turis-150x150.jpg
hococo,Denmark,Copenhagen,"Apps, E-Commerce, Information Technology, Internet",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/hococo-150x150.jpg
Slicki,Denmark,Aalborg,"Information Technology, Office Administration, SaaS",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Slickiwiki-150x150.jpg
Integrator,Denmark,Copenhagen,"Analytics, Business Intelligence, Information Technology, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Integrator-150x150.jpg
Willmach,Denmark,Copenhagen,"Financial Services, Venture Capital, Private Equity Principals",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Willmach-150x150.jpg
GrowthBond,Denmark,Copenhagen,"Financial Services, Advertising, Internet Marketing",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/GrowthBond-150x150.jpg
Heap,Denmark,Copenhagen,"Pension, Financial Services, Fintech, Savings, Investments, Life insurance, and digital",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Heap-150x150.jpg
Marionette XR,Denmark,Copenhagen,"Software, Video Editing, Virtual Reality",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Marionette-XR-150x150.jpg
Craft Robotics,Denmark,Hovedstaden,"Construction, Robotics",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Craft-Robotics-150x150.png
Smarch,Denmark,Copenhagen,"Consulting, Information Technology, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Smarch-150x150.jpg
Workofo,Denmark,Frederiksberg,Artificial Intelligence,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Workofo-150x150.jpg
Xo.company,Denmark,Copenhagen,"Consulting, Financial Services, Management Consulting",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Xo.company-150x150.jpg
Brandability,Denmark,Copenhagen,"Advertising, Creative Agency, Digital Marketing, Graphic Design",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Brandability-150x150.jpg
Xo.company,Denmark,Copenhagen,"Consulting, Financial Services, Management Consulting",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Xo.company-150x150.jpg
Brandability,Denmark,Copenhagen,"Advertising, Creative Agency, Digital Marketing, Graphic Design",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Brandability-150x150.jpg
Headlight,Denmark,Copenhagen,Internet,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Headlight-150x150.jpg
The Syrup Co.,Denmark,Copenhagen,Food and Beverage,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/The-Syrup-Co.-150x150.png
Tricent,Denmark,Copenhagen,"FinTech, Information Technology, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Tricent-150x150.jpg
True Energy,Denmark,Hovedstaden,"Electrical Distribution, Energy, Oil and Gas, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/True-Energy-150x150.jpg
Valified,Denmark,Copenhagen,"Customer Service, Finance, Financial Services, FinTech",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Valified-150x150.jpg
Sundew,Denmark,Copenhagen,"Agriculture, Aquaculture, Biotechnology",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Sundew-150x150.jpg
Yorker,Denmark,Copenhagen,"Financial Services, FinTech, SMEs",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Yorker-150x150.jpg
Smallbrooks,Denmark,Copenhagen,"IT, crowdfunding",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Smallbrooks-150x150.jpg
Sonohaler,Denmark,Copenhagen,"Health Care, Medical Device",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Sonohaler-150x150.jpg
ShopBetter ApS,Denmark,Aalborg,"Consumer Goods, E-Commerce, Retail, Wholesale",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/ShopBetter-ApS-150x150.jpg
Original Interior,Denmark,Hovedstaden,"Furniture, Home Improvement, Interior Design",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Original-Interior-150x150.jpg
Paragit Solutions,Denmark,Frederiksberg,"Health Care, Medical, Medical Device",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Paragit-Solutions-150x150.jpg
Omnihorse,Denmark,Copenhagen,"B2C, Consumer Goods, Events, Training",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Omnihorse-150x151.png
Nature Preserve,Denmark,"Copenhagen,","Food and Beverage, Health Care, Wellness",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Nature-Preserve-150x150.jpg
Monthio,Denmark,Copenhagen,Financial Services,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Monthio-150x150.jpg
Minter Markets,Denmark,Kobenhoved,"Consulting, Market Research, Risk Management, Trading Platform",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Minter-Markets-150x150.jpg
Lophora,Denmark,Copenhagen,Biotechnology,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Lophora-150x150.jpg
Lab08,Denmark,"Information Technology, Software","Information Technology, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Lab08-150x150.jpg
Legal Monster,Denmark,Copenhagen,"Big Data, Compliance, Consulting, Information Technology, Legal, Location Based Services, Privacy, Professional Services, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Legal-Monster-150x53.png
Lendo,Denmark,Copenhagen,"Financial Services, Lending, Professional Services",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Lendo-150x150.jpg
Impact Extend,Denmark,Copenhagen,"Digital Marketing, Marketing Automation, SEO",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Impact-Extend-150x150.jpg
InProTher,Denmark,Copenhagen,"Biotechnology, Immune Oncology, Research",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/InProTher-150x150.jpg
Hoard,Denmark,Aarhus,Video Games,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Hoard-150x150.jpg
Fastspeed,Denmark,Copenhagen,"Internet, Telecommunications",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Fastspeed-150x150.jpg
Dataverz,Denmark,Copenhagen,"Big Data, Data Integration, Information Technology, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Dataverz-150x150.jpg
Brikk,Denmark,Copenhagen,"Information Technology, Real Estate",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Brikk-1-150x150.jpg
Captego,Denmark,Aarhus,"Logistics, Quality Assurance",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Captego-150x150.jpg
Coachr,Denmark,Hovedstaden,"Fitness, Mobile Apps, Nutrition, Software, Training",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Coachr-150x150.jpg
Dansk Outlet,Denmark,Ikast,"Consumer Goods, E-Commerce, Sales",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Dansk-Outlet-150x150.jpg
Arteana,Denmark,Hovedstaden,Fashion,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Arteana-150x150.jpg
The Socki Company,Denmark,Aarhus,"Consumer Goods, E-Commerce, Fashion, Manufacturing",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Singularity-Experts-1-150x150.jpg
SteamRex,Denmark,Rodovre,Automotive,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/SteamRex-150x150.jpg
Syndicate,Denmark,Syddanmark,"Business Development, Lead Management, Product Management",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Syndicate-150x150.jpg
Replay Institute,Denmark,Hovedstaden,"Sports, Virtual Reality",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Replay-Institute-150x150.jpg
Reshape Biotech,Denmark,Hovedstaden,"Biotechnology, Industrial Automation, Robotics",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Reshape-Biotech-150x150.jpg
River Stone Biotech,Denmark,Hovedstaden,Biotechnology,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/River-Stone-Biotech-150x150.jpg
Sanos Clinic,Denmark,Herlev,"Biotechnology, Clinical Trials, Health Care, Hospital",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Sanos-Clinic-150x150.jpg
Pie Systems,Denmark,Copenhagen,"Apps, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Pie-Systems-150x150.jpg
Mindzeed,Denmark,Soborg,"Cyber Security, EdTech, Training",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Mindzeed-150x150.jpg
Mazepay,Denmark,Aarhus,"B2B, Financial Services, Information Technology, Procurement",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Mazepay-150x150.jpg
Nautix Technologies,Denmark,Copenhagen,"B2B, Enterprise Software, Logistics, Marine Transportation",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Nautix-Technologies-150x150.jpg
Go Dogo,Denmark,Kongens Lyngby,"Computer Vision, Consumer Electronics, Internet of Things, Pet",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Go-Dogo-150x150.jpg
Nautix Technologies,Denmark,Copenhagen,"B2B, Enterprise Software, Logistics, Marine Transportation",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Nautix-Technologies-150x150.jpg
Go Dogo,Denmark,Kongens Lyngby,"Computer Vision, Consumer Electronics, Internet of Things, Pet",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Go-Dogo-150x150.jpg
MakeImpact,Denmark,Copenhagen,"Apps, Financial Services, FinTech, Information Technology",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/MakeImpact-150x150.jpg
Liveshopper,Denmark,Copenhagen,"Shopping, Software, Video",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Liveshopper-150x150.jpg
Jamii.one,Denmark,Copenhagen,"Finance, Financial Services, FinTech, Lending, Mobile Apps",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Jamii-150x150.jpg
Kontolink,Denmark,Copenhagen,Accounting,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Kontolink-150x150.jpg
Humanitrack,Denmark,Copenhagen,"Education, Information Technology, Sustainability",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Humanitrack-150x150.jpg
Hexastate,Denmark,Aalborg,"Big Data, Industrial Automation, Internet of Things, Manufacturing",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Hexastate-150x150.jpg
Heylink,Denmark,Copenhagen,"E-Commerce, Internet, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Heylink-150x150.jpg
Hallex Technologies,Denmark,Copenhagen,"Information Technology, Real Estate, Software, Telecommunications",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Hallex-Technologies-150x150.png
FluoGuide,Denmark,Copenhagen,"Biotechnology, Health Care",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/FluoGuide-150x150.jpg
Codility Solutions,Denmark,Copenhagen,"Consulting, E-Commerce, Education, Information Technology",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Codility-Solutions-150x150.jpg
Mindcap,Denmark,Gilleleje,"SaaS, Software, IT Services",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Mindcap-150x150.jpg
Climaider,Denmark,Copenhagen,"Environmental Consulting, Information Technology, Mobile Apps, Subscription Service",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Climaider-150x150.jpg
Hafnium Labs,Denmark,Copenhagen,"Advanced Materials, Artificial Intelligence, Biotechnology, Chemical",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Hafnium-Labs-150x150.jpg
APX10,Denmark,Viby,"Analytics, Big Data, Data Integration, Information Technology, SaaS",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/APX10-150x150.jpg
Ante,Denmark,Copenhagen,"Internet, Internet of Things, Legal",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Ante-150x150.jpg
Actee,Denmark,Roskilde,"Gaming, Human Resources, Information Technology, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Actee-150x150.jpg
Lemon Marketing,Denmark,Odder,"Advertising, Web Design, SEO",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Lemon-Marketing-150x150.jpg
Eachthing,Denmark,Aarhus,"Augmented Reality, IT Services, IT Consulting",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Eachthing-150x150.jpg
Scandic Pelagic,Denmark,Skagen,"Food Processing, Sales, Seafood, Shipping",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Scandic-Pelagic-150x150.jpg
LastSwab,Denmark,Copenhagen,"Manufacturing, Renewable Energy, Product Development",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/LastSwab-150x150.jpg
BeCause,Denmark,Copenhagen,"Apps, Consulting, Information Services, Information Technology",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/BeCause-150x150.jpg
Dancann Pharma,Denmark,Ansager,"Biotechnology, Manufacturing, Medical, Pharmaceutical, Therapeutics",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Dancann-Pharma-150x150.jpg
Unifinance,Denmark,Copenhagen,"FinTech, Service Industry",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Unifinance-150x150.jpg
Plantcarb Aps,Denmark,Fredensborg,Biotechnology,2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Plantcarb-Aps-150x39.jpg
Debbie,Denmark,Copenhagen,"Debt Collections, Software, Platform",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Debbie-150x150.jpg
Octarine Bio,Denmark,Copenhagen,"Bioinformatics, Biopharma, Biotechnology, Health Care",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/Octarine-Bio-150x150.jpg
21RISK,Denmark,Copenhagen,"Insurance, InsurTech, Risk Management, SaaS",2018,https://www.eu-startups.com/wp-content/uploads/2022/06/21RISK-150x150.jpg
Caliber,Denmark,Copenhagen,"corporate reputation, brand tracker, reputation monitoring",2018,https://www.eu-startups.com/wp-content/uploads/2022/05/4-150x84.png
PAYTACK,Denmark,Copenhagen,"Apps, Internet Retail, Software",2018,https://www.eu-startups.com/wp-content/uploads/2021/05/bkvxz1sz3ghsls0gdbj2-150x150.png
Cavea,Denmark,Copenhagen,"Advertising Analytics Artificial Intelligence, Computer Vision, Data Integration, Data Mining, Data Visualization, Marketing, SaaS",2018,https://www.eu-startups.com/wp-content/uploads/2021/05/zqhcqbdbiapej6tpxpud-150x150.jpeg
BlueBenu,Denmark,Søborg,"Clean Energy, CleanTech, Energy, Environmental, Sustainability, Waste Management",2018,https://www.eu-startups.com/wp-content/uploads/2021/05/ol2zpiqeay8z7go4mwdx-150x150.png
BlueBenu,Denmark,Søborg,"Clean Energy, CleanTech, Energy, Environmental, Sustainability, Waste Management",2018,https://www.eu-startups.com/wp-content/uploads/2021/05/ol2zpiqeay8z7go4mwdx-150x150.png
HeyDesk,Denmark,Aarhus,"Marketplace, Workspace, Venues",2018,https://www.eu-startups.com/wp-content/uploads/2019/03/Billede-17-02-2019-20.26.55-150x150.jpg
DIGURA,Denmark,Aalborg,"landlord, tenants, software",2018,https://www.eu-startups.com/wp-content/uploads/2019/03/Logo-cirkel-med-tekst-150x150.png
Airbnb Management Service,Denmark,Frederiksberg,"Airbnb management, flat rental",2018,https://www.eu-startups.com/wp-content/uploads/2018/07/Airbnb-Management-Service-150x150.jpg
Token Talk,Denmark,Copenhagen,"cryptocurrencies, media",2018,https://www.eu-startups.com/wp-content/uploads/2018/08/Screen-Shot-2018-08-14-at-10.23.01-150x81.png
Cellugy,Denmark,Aarhus,"new materials, plastic alternative",2018,https://www.eu-startups.com/wp-content/uploads/2019/08/0-6-150x150.png
Startak2,Denmark,Hvidovre,"sloar power, energy, power plants",2018,https://www.eu-startups.com/wp-content/uploads/2019/08/0-12-150x150.png
ATLA,Denmark,Copenhagen,"social platform, P2P, renewable energy",2018,https://www.eu-startups.com/wp-content/uploads/2019/08/3-150x88.png
